# 361 data with intensity information, current angle: -52.4478
9 0 9 8501
8.99966 0.0785388 9 8501
8.99863 0.157072 9 8491
8.99692 0.235593 9 8501
9.99391 0.348995 10 8491
9.99048 0.436194 10 8491
9.9863 0.52336 10 8491
8.98321 0.549437 9 8482
8.97808 0.627808 9 8472
9.96917 0.784591 10 8472
8.96575 0.784402 9 8482
9.95396 0.958458 10 8453
8.9507 0.940756 9 8453
8.94215 1.01883 9 8433
9.92546 1.21869 10 8424
9.91445 1.30526 10 8424
8.91241 1.25256 9 8405
9.89016 1.47809 10 8405
8.8892 1.40791 9 8386
8.87657 1.48543 9 8376
8.86327 1.56283 9 8357
9.83255 1.82236 10 8348
8.83464 1.71728 9 8338
9.79925 1.99368 10 8329
9.78148 2.07912 10 8329
23.4311 5.19455 24 9099
27.2824 6.29863 28 9356
27.2264 6.53647 28 9442
30.0792 7.49958 31 9490
31.9489 8.26254 33 9480
34.7733 9.31749 36 9480
40.4725 11.224 42 9480
43.2568 12.4037 45 9500
47.941 14.2008 50 9289
8.60674 2.63135 9 7435
9.53717 3.00706 10 7276
11.4127 3.7082 12 7221
776.677 259.873 819 32767
774.38 266.64 819 32767
772.023 273.388 819 32767
104.306 37.9642 111 8395
767.135 286.82 819 32767
98.0259 37.6286 105 8433
93.9722 37.0166 101 8482
91.7912 37.0861 99 8482
89.6163 37.1203 97 8482
86.5275 36.7287 94 8520
85.2866 37.0837 93 8510
84.0462 37.4198 92 8510
81.8965 37.3224 90 8510
79.7551 37.1904 88 8510
77.6223 37.024 86 8520
76.3975 37.2615 85 8520
74.2796 37.0344 83 8520
73.9535 37.6812 83 8510
72.7349 37.8634 82 8501
71.5188 38.0272 81 8491
69.4266 37.6955 79 8520
68.2203 37.8152 78 8520
67.0174 37.9166 77 8520
64.9519 37.5 75 8520
63.7606 37.5578 74 8530
62.5732 37.5978 73 8530
61.3901 37.6199 72 8510
60.2114 37.6243 71 8520
59.0374 37.611 70 8520
57.8683 37.5801 69 8520
56.7042 37.5317 68 8510
55.5455 37.4659 67 8520
55.2165 37.9492 67 8510
54.064 37.856 66 8510
52.9175 37.7457 65 8510
50.9681 37.0305 63 8510
51.4468 38.0687 64 8530
49.5154 37.3125 62 8520
49.1879 37.7432 62 8520
48.8567 38.171 62 8520
46.9565 37.3509 60 8510
46.6288 37.7592 60 8520
45.5259 37.5286 59 8520
45.1966 37.9245 59 8520
44.1035 37.668 58 8520
43.7732 38.0514 58 8510
42.6905 37.7693 57 8510
41.6161 37.4713 56 8510
41.2875 37.8331 56 8510
40.2245 37.5099 55 8510
39.1702 37.1711 54 8510
38.8443 37.5116 54 8501
37.8023 37.1482 53 8510
38.1838 38.1838 54 8501
37.1482 37.8023 53 8520
36.8169 38.125 53 8520
35.7944 37.7195 52 8520
35.4639 38.0304 52 8520
34.4551 37.6011 51 8520
34.1257 37.9004 51 8520
33.131 37.4478 50 8510
32.803 37.7355 50 8520
31.823 37.2599 49 8520
31.4966 37.5362 49 8520
31.1678 37.8096 49 8520
30.2074 37.303 48 8520
29.2582 36.7826 47 8510
29.5518 37.8245 48 8501
28.6118 37.2876 47 8510
28.2853 37.5359 47 8501
27.3618 36.9774 46 8462
27.0381 37.2148 46 8501
26.7123 37.4493 46 8491
25.8109 36.8618 45 8482
26.0547 37.9098 46 8491
25.1637 37.3067 45 8501
24.8372 37.5249 45 8501
24.5088 37.7402 45 8491
24.1785 37.9526 45 8472
23.8464 38.1622 45 8482
23.5124 38.3688 45 8472
23.1767 38.5725 45 8462
22.8392 38.7733 45 8482
22 38.1051 44 8491
21.6666 38.2957 44 8491
20.8468 37.6086 43 8472
20.5178 37.7891 43 8462
20.1873 37.9667 43 8462
19.8552 38.1415 43 8472
19.5216 38.3133 43 8462
19.1865 38.4822 43 8482
18.4116 37.7493 42 8491
18.512 38.8112 43 8482
17.75 38.0649 42 8510
17.0024 37.3084 41 8520
17.0829 38.3689 42 8510
16.3487 37.5995 41 8491
16.4107 38.6612 42 8501
15.69 37.8791 41 8510
15.3589 38.0145 41 8501
15.0266 38.1471 41 8501
14.3347 37.3432 40 8491
14.3585 38.4036 41 8501
13.6808 37.5877 40 8491
13.3523 37.7057 40 8491
13.0227 37.8207 40 8491
12.6922 37.9329 40 8491
12.3607 38.0423 40 8482
12.0282 38.1487 40 8482
11.6949 38.2522 40 8491
11.0766 37.394 39 8491
10.7499 37.4892 39 8491
10.4223 37.5816 39 8482
10.0939 37.6711 39 8491
10.0152 38.7259 40 8482
9.43495 37.8415 39 8482
9.10437 37.9224 39 8491
8.77309 38.0004 39 8491
8.44114 38.0755 39 8491
8.10856 38.1478 39 8482
7.77535 38.2171 39 8462
7.63236 39.2651 40 8472
7.10719 38.3469 39 8482
6.77228 38.4075 39 8491
6.27181 37.4789 38 8482
5.94451 37.5322 38 8482
5.76457 38.5716 39 8491
5.28858 37.6302 38 8482
5.09052 38.6663 39 8501
4.7529 38.7093 39 8491
4.41493 38.7493 39 8491
3.97208 37.7918 38 8472
3.73798 38.8205 39 8472
3.31192 37.8554 38 8482
2.90299 36.8859 37 8482
2.7205 38.905 39 8491
2.38089 38.9273 39 8501
1.98877 37.9479 38 8491
1.65754 37.9638 38 8482
1.32618 37.9769 38 8491
0.994724 37.987 38 8472
0.663191 37.9942 38 8482
