# 361 data with intensity information, current angle: -51.9864
10 0 10 8496
8.99966 0.0785388 9 8496
9.99848 0.174524 10 8496
9.99657 0.261769 10 8496
9.99391 0.348995 10 8496
8.99143 0.392574 9 8486
8.98767 0.471024 9 8486
8.98321 0.549437 9 8486
9.97564 0.697565 10 8476
8.97226 0.706132 9 8466
8.96575 0.784402 9 8457
9.95396 0.958458 10 8457
9.94522 1.04528 10 8447
9.93572 1.13203 10 8428
9.92546 1.21869 10 8438
9.91445 1.30526 10 8409
9.90268 1.39173 10 8399
9.89016 1.47809 10 8399
9.87688 1.56434 10 8371
8.87657 1.48543 9 8362
9.84808 1.73648 10 8362
9.83255 1.82236 10 8352
19.6325 3.81618 20 8858
23.5182 4.78483 24 9223
25.4318 5.4057 26 9316
26.36 5.84387 27 9401
30.2055 6.97348 31 9630
33.0606 7.93714 34 9794
38.8118 9.67688 40 9984
44.5348 11.5175 46 10126
49.2622 13.1998 51 10251
56.8542 15.7671 59 10251
62.482 17.9164 65 10298
66.1586 19.5971 69 10298
66.9413 20.466 70 9966
64.8528 20.448 68 8876
9.51057 3.09017 10 7188
14.2249 4.75957 15 7094
11.3462 3.90682 12 7122
99.92 35.3835 106 8002
99.6074 36.2541 106 8076
99.2873 37.122 106 8232
98.9595 37.987 106 8390
96.7634 38.1161 104 8438
94.5728 38.2099 102 8438
93.3118 38.651 101 8447
90.2095 38.2917 98 8466
88.0378 38.2799 96 8476
85.8733 38.2332 94 8486
84.6264 38.5665 93 8496
83.3803 38.8809 92 8486
81.2327 38.746 90 8496
80.8915 39.4534 90 8486
79.6492 39.7116 89 8515
77.5176 39.4972 87 8515
76.2829 39.7104 86 8505
75.0505 39.9051 85 8525
73.8206 40.0813 84 8525
72.5934 40.2392 83 8515
70.4988 39.8863 81 8525
69.282 40 80 8525
68.0687 40.0955 79 8534
66.0019 39.6579 77 8525
63.948 39.1874 75 8534
62.7556 39.214 74 8534
62.411 39.7602 74 8515
60.3843 39.214 72 8525
60.0398 39.7395 72 8525
58.8617 39.7027 71 8515
56.8647 39.082 69 8525
55.7023 39.0032 68 8525
54.5457 38.9071 67 8525
53.3951 38.7938 66 8534
53.0546 39.2583 66 8515
51.9113 39.118 65 8496
50.7746 38.9607 64 8515
49.6447 38.7867 63 8515
48.5217 38.5959 62 8505
48.183 39.0179 62 8505
47.0691 38.8008 61 8496
45.9627 38.5673 60 8515
44.864 38.3174 59 8515
44.5279 38.7075 59 8505
43.4394 38.432 58 8505
43.1024 38.8096 58 8496
42.0248 38.5086 57 8505
40.9558 38.1919 56 8505
40.621 38.5479 56 8496
40.283 38.9009 56 8486
39.2288 38.55 55 8505
38.8909 38.8909 55 8505
37.1482 37.8023 53 8496
37.5116 38.8443 54 8505
36.4828 38.4448 53 8496
35.4639 38.0304 52 8515
35.8063 39.0757 53 8505
34.7948 38.6435 52 8515
33.7936 38.1967 51 8515
33.459 38.4902 51 8515
33.1219 38.7807 51 8496
32.7822 39.0683 51 8496
31.1678 37.8096 49 8486
31.466 38.8573 50 8505
29.8807 37.5652 48 8515
29.5518 37.8245 48 8515
30.4381 39.6677 50 8496
28.8871 38.3345 48 8486
28.5515 38.5851 48 8496
27.6259 38.0238 47 8505
27.293 38.2634 47 8486
26.9581 38.5001 47 8505
26.0547 37.9098 46 8486
25.7229 38.1357 46 8476
25.3891 38.3587 46 8476
25.0534 38.5788 46 8486
24.7158 38.796 46 8466
24.3763 39.0102 46 8486
23.5124 38.3688 45 8466
23.6918 39.4297 46 8486
22.8392 38.7733 45 8466
22 38.1051 44 8457
21.6666 38.2957 44 8457
21.3316 38.4833 44 8486
20.995 38.668 44 8486
20.6567 38.8497 44 8496
20.3169 39.0285 44 8486
19.9756 39.2043 44 8476
19.1865 38.4822 43 8476
18.85 38.6481 43 8486
