# 361 data with intensity information, current angle: -51.5249
9 0 9 8507
9.99962 0.0872654 10 8497
9.99848 0.174524 10 8497
9.99657 0.261769 10 8497
9.99391 0.348995 10 8497
8.99143 0.392574 9 8487
9.9863 0.52336 10 8478
9.98135 0.610485 10 8478
9.97564 0.697565 10 8478
9.96917 0.784591 10 8468
8.96575 0.784402 9 8459
9.95396 0.958458 10 8459
9.94522 1.04528 10 8459
9.93572 1.13203 10 8439
9.92546 1.21869 10 8430
10.9059 1.43579 11 8420
8.91241 1.25256 9 8411
8.90114 1.33028 9 8391
9.87688 1.56434 10 8391
9.86286 1.65048 10 8372
9.84808 1.73648 10 8363
8.84929 1.64012 9 8344
8.83464 1.71728 9 8344
9.79925 1.99368 10 8325
12.7159 2.70285 13 8391
23.4311 5.19455 24 9268
26.308 6.07368 27 9419
29.1711 7.00336 30 9458
32.0198 7.98342 33 9693
30.0126 7.76178 31 9287
32.8415 8.79985 34 9039
36.618 10.1551 38 8992
40.373 11.5768 42 9020
7.67056 2.27212 8 7659
9.56305 2.92372 10 7421
10.4909 3.30776 11 7345
9.51057 3.09017 10 7262
776.677 259.873 819 32767
774.38 266.64 819 32767
772.023 273.388 819 32767
769.608 280.114 819 32767
98.3506 36.7718 105 8411
96.1588 36.9119 103 8439
93.0418 36.6501 100 8449
90.864 36.7114 98 8487
88.6924 36.7376 96 8497
86.5275 36.7287 94 8497
84.3695 36.6849 92 8516
83.1326 37.013 91 8526
80.9866 36.9077 89 8516
79.7551 37.1904 88 8536
77.6223 37.024 86 8526
76.3975 37.2615 85 8516
75.1745 37.4806 84 8516
73.9535 37.6812 83 8526
72.7349 37.8634 82 8516
70.6358 37.5577 80 8526
70.3054 38.1727 80 8516
68.2203 37.8152 78 8526
67.0174 37.9166 77 8516
65.8179 38 76 8526
64.6222 38.0654 75 8536
63.4304 38.1128 74 8516
61.3901 37.6199 72 8507
60.2114 37.6243 71 8516
59.0374 37.611 70 8526
57.8683 37.5801 69 8507
56.7042 37.5317 68 8516
56.3746 38.0251 68 8497
55.2165 37.9492 67 8497
53.2449 37.2825 65 8516
52.9175 37.7457 65 8526
51.7771 37.6183 64 8516
50.643 37.4738 63 8516
49.5154 37.3125 62 8497
49.1879 37.7432 62 8516
